# 时间(秒) 聚合器ID 旧应用ID->新应用ID 旧键值->新键值
2.000016240 83 0->1 0->297
2.000016240 73 0->0 0->293
2.000016264 280 0->0 0->294
2.000016288 77 0->1 0->298
2.000016288 70 0->0 0->295
2.000016312 281 0->0 0->296
2.000016336 71 0->1 0->299
2.000016336 67 0->0 0->297
2.000016360 111 0->0 0->298
2.000016384 65 0->1 0->300
2.000016384 64 0->0 0->299
2.000016408 114 0->0 0->300
2.000016432 59 0->1 0->301
2.000016432 61 0->0 0->301
2.000016480 284 0->0 0->302
2.000016480 58 0->1 0->302
2.000016528 120 0->0 0->303
2.000016528 55 0->1 0->303
2.000016576 287 0->0 0->304
2.000016576 53 0->1 0->304
2.000016624 126 0->0 0->305
2.000016624 50 0->1 0->305
2.000016672 290 0->0 0->306
2.000016672 47 0->1 0->306
2.000016720 132 0->0 0->307
2.000016720 44 0->1 0->307
2.000016768 293 0->0 0->308
2.000016768 41 0->1 0->308
2.000016816 138 0->0 0->309
2.000016816 38 0->1 0->309
2.000016864 296 0->0 0->310
2.000016864 35 0->1 0->310
2.000016912 144 0->0 0->311
2.000016912 32 0->1 0->311
2.000016960 299 0->0 0->312
2.000016960 29 0->1 0->312
2.000017008 150 0->0 0->313
2.000017008 26 0->1 0->313
2.000017056 302 0->0 0->314
2.000017056 23 0->1 0->314
2.000017104 156 0->0 0->315
2.000017104 20 0->1 0->315
2.000017152 305 0->0 0->316
2.000017152 17 0->1 0->316
2.000017200 162 0->0 0->317
2.000017200 14 0->1 0->317
2.000017248 308 0->0 0->318
2.000017248 11 0->1 0->318
2.000017296 168 0->0 0->319
2.000017296 8 0->1 0->319
2.000017344 311 0->0 0->320
2.000017344 5 0->1 0->320
2.000017392 314 0->0 0->321
2.000017392 2 0->1 0->321
2.000017440 317 0->0 0->322
2.000017440 174 0->1 0->322
2.000017488 320 0->0 0->323
2.000017488 180 0->1 0->323
2.000017536 323 0->0 0->324
2.000017536 186 0->1 0->324
2.000017584 326 0->0 0->325
2.000017584 192 0->1 0->325
2.000017632 329 0->0 0->326
2.000017632 198 0->1 0->326
2.000017680 332 0->0 0->327
2.000017680 204 0->1 0->327
2.000017728 335 0->0 0->328
2.000017728 210 0->1 0->328
2.000017776 216 0->0 0->329
2.000017776 213 0->1 0->329
2.000017824 222 0->0 0->330
2.000017824 219 0->1 0->330
2.000017872 338 0->0 0->331
2.000017872 340 0->1 0->331
2.000017920 341 0->0 0->332
2.000017920 231 0->1 0->332
2.000017968 343 0->0 0->333
2.000017968 228 0->1 0->333
2.000018016 344 0->0 0->334
2.000018016 234 0->1 0->334
2.000018064 240 0->0 0->335
2.000018064 237 0->1 0->335
2.000018112 243 0->0 0->336
2.000018112 346 0->1 0->336
2.000018160 246 0->0 0->337
2.000018160 347 0->1 0->337
2.000018208 349 0->0 0->338
2.000018208 249 0->1 0->338
2.000018216 225 0->2 0->340
2.000018240 252 0->2 0->341
2.000018256 350 0->0 0->339
2.000018256 337 0->1 0->339
2.000018264 207 0->2 0->342
2.000018288 214 0->2 0->343
2.000018304 218 0->0 0->340
2.000018304 334 0->1 0->340
2.000018312 201 0->2 0->344
2.000018336 202 0->2 0->345
2.000018352 220 0->0 0->341
2.000018352 331 0->1 0->341
2.000018360 195 0->2 0->346
2.000018384 217 0->2 0->347
2.000018400 0 0->0 0->342
2.000018400 328 0->1 0->342
2.000018408 189 0->2 0->348
2.000018432 3 0->2 0->349
2.000018448 215 0->0 0->343
2.000018448 325 0->1 0->343
2.000018456 183 0->2 0->350
2.000018480 196 0->2 0->351
2.000018496 230 0->0 0->344
2.000018496 322 0->1 0->344
2.000018504 177 0->2 0->352
2.000018528 229 0->2 0->353
2.000018544 232 0->0 0->345
2.000018544 319 0->1 0->345
2.000018552 171 0->2 0->354
2.000018576 187 0->2 0->355
2.000018592 6 0->0 0->346
2.000018592 193 0->1 0->346
2.000018600 316 0->2 0->356
2.000018624 181 0->2 0->357
2.000018640 233 0->0 0->347
2.000018640 1 0->1 0->347
2.000018648 313 0->2 0->358
2.000018672 175 0->2 0->359
2.000018688 12 0->0 0->348
2.000018688 4 0->1 0->348
2.000018696 310 0->2 0->360
2.000018720 169 0->2 0->361
2.000018736 18 0->0 0->349
2.000018736 24 0->1 0->349
2.000018744 7 0->2 0->362
2.000018768 165 0->2 0->363
2.000018784 212 0->0 0->350
2.000018784 10 0->1 0->350
2.000018792 307 0->2 0->364
2.000018816 13 0->2 0->365
2.000018832 236 0->0 0->351
2.000018832 159 0->1 0->351
2.000018840 16 0->2 0->366
2.000018864 304 0->2 0->367
2.000018880 15 0->0 0->352
2.000018880 19 0->1 0->352
2.000018888 153 0->2 0->368
2.000018912 27 0->2 0->369
2.000018928 184 0->0 0->353
2.000018928 22 0->1 0->353
2.000018936 301 0->2 0->370
2.000018960 25 0->2 0->371
2.000018976 235 0->0 0->354
2.000018976 147 0->1 0->354
2.000018984 28 0->2 0->372
2.000019008 298 0->2 0->373
2.000019024 239 0->0 0->355
2.000019024 31 0->1 0->355
2.000019032 141 0->2 0->374
2.000019056 34 0->2 0->375
2.000019072 241 0->0 0->356
2.000019072 251 0->1 0->356
2.000019080 295 0->2 0->376
2.000019104 37 0->2 0->377
2.000019120 36 0->0 0->357
2.000019120 135 0->1 0->357
2.000019128 40 0->2 0->378
2.000019152 292 0->2 0->379
2.000019168 245 0->0 0->358
2.000019168 43 0->1 0->358
2.000019176 129 0->2 0->380
2.000019200 46 0->2 0->381
2.000019216 247 0->0 0->359
2.000019216 289 0->1 0->359
2.000019224 49 0->2 0->382
2.000019248 254 0->2 0->383
2.000019264 48 0->0 0->360
2.000019264 123 0->1 0->360
2.000019272 52 0->2 0->384
2.000019296 286 0->2 0->385
2.000019312 203 0->0 0->361
2.000019312 56 0->1 0->361
2.000019320 117 0->2 0->386
2.000019344 62 0->2 0->387
2.000019360 253 0->0 0->362
2.000019360 283 0->1 0->362
2.000019368 68 0->2 0->388
2.000019392 74 0->2 0->389
2.000019408 60 0->0 0->363
2.000019408 265 0->1 0->363
2.000019416 80 0->2 0->390
2.000019440 86 0->2 0->391
2.000019456 63 0->0 0->364
2.000019456 262 0->1 0->364
2.000019464 92 0->2 0->392
2.000019488 98 0->2 0->393
2.000019504 259 0->0 0->365
2.000019504 266 0->1 0->365
2.000019512 104 0->2 0->394
2.000019536 110 0->2 0->395
2.000019552 72 0->0 0->366
2.000019552 78 0->1 0->366
2.000019560 116 0->2 0->396
2.000019584 122 0->2 0->397
2.000019600 75 0->0 0->367
2.000019600 81 0->1 0->367
2.000019608 128 0->2 0->398
2.000019632 134 0->2 0->399
2.000019648 197 0->0 0->368
2.000019648 124 0->1 0->368
2.000019656 140 0->2 0->400
2.000019680 146 0->2 0->401
2.000019696 191 0->0 0->369
2.000019696 84 0->1 0->369
2.000019704 152 0->2 0->402
2.000019728 158 0->2 0->403
2.000019744 185 0->0 0->370
2.000019744 121 0->1 0->370
2.000019752 164 0->2 0->404
2.000019776 170 0->2 0->405
2.000019792 179 0->0 0->371
2.000019792 268 0->1 0->371
2.000019800 176 0->2 0->406
2.000019824 182 0->2 0->407
2.000019840 173 0->0 0->372
2.000019840 118 0->1 0->372
2.000019848 188 0->2 0->408
2.000019872 194 0->2 0->409
2.000019888 167 0->0 0->373
2.000019888 269 0->1 0->373
2.000019896 127 0->2 0->410
2.000019920 130 0->2 0->411
2.000019936 161 0->0 0->374
2.000019936 115 0->1 0->374
2.000019944 260 0->2 0->412
2.000019968 133 0->2 0->413
2.000019984 155 0->0 0->375
2.000019984 87 0->1 0->375
2.000019992 263 0->2 0->414
2.000020016 136 0->2 0->415
2.000020032 149 0->0 0->376
2.000020032 112 0->1 0->376
2.000020040 200 0->2 0->416
2.000020064 69 0->2 0->417
2.000020080 143 0->0 0->377
2.000020080 90 0->1 0->377
2.000020088 256 0->2 0->418
2.000020112 139 0->2 0->419
2.000020128 137 0->0 0->378
2.000020128 109 0->1 0->378
2.000020136 66 0->2 0->420
2.000020160 142 0->2 0->421
2.000020176 131 0->0 0->379
2.000020176 271 0->1 0->379
2.000020184 257 0->2 0->422
2.000020208 51 0->2 0->423
2.000020224 125 0->0 0->380
2.000020224 106 0->1 0->380
2.000020232 145 0->2 0->424
2.000020256 57 0->2 0->425
2.000020272 119 0->0 0->381
2.000020272 272 0->1 0->381
2.000020280 250 0->2 0->426
2.000020304 148 0->2 0->427
2.000020320 113 0->0 0->382
2.000020320 103 0->1 0->382
2.000020328 54 0->2 0->428
2.000020352 248 0->2 0->429
2.000020368 107 0->0 0->383
2.000020368 93 0->1 0->383
2.000020376 151 0->2 0->430
2.000020400 39 0->2 0->431
2.000020416 101 0->0 0->384
2.000020416 100 0->1 0->384
2.000020424 154 0->2 0->432
2.000020448 45 0->2 0->433
2.000020464 95 0->0 0->385
2.000020464 96 0->1 0->385
2.000020472 157 0->2 0->434
2.000020496 206 0->2 0->435
2.000020512 89 0->0 0->386
2.000020512 97 0->1 0->386
2.000020520 42 0->2 0->436
2.000020544 242 0->2 0->437
2.000020560 83 0->0 0->387
2.000020560 274 0->1 0->387
2.000020568 160 0->2 0->438
2.000020592 244 0->2 0->439
2.000020608 77 0->0 0->388
2.000020608 94 0->1 0->388
2.000020616 163 0->2 0->440
2.000020640 33 0->2 0->441
2.000020656 71 0->0 0->389
2.000020656 275 0->1 0->389
2.000020664 209 0->2 0->442
2.000020688 166 0->2 0->443
2.000020704 65 0->0 0->390
2.000020704 91 0->1 0->390
2.000020712 30 0->2 0->444
2.000020736 21 0->2 0->445
2.000020752 59 0->0 0->391
2.000020752 99 0->1 0->391
2.000020760 172 0->2 0->446
2.000020784 238 0->2 0->447
2.000020800 58 0->0 0->392
2.000020800 88 0->1 0->392
2.000020808 178 0->2 0->448
2.000020832 190 0->2 0->449
2.000020848 55 0->0 0->393
2.000020848 102 0->1 0->393
2.000020856 9 0->2 0->450
2.000020880 226 0->2 0->451
2.000020896 53 0->0 0->394
2.000020896 85 0->1 0->394
2.000020904 199 0->2 0->452
2.000020928 223 0->2 0->453
2.000020944 50 0->0 0->395
2.000020944 277 0->1 0->395
2.000020952 224 0->2 0->454
2.000020976 227 0->2 0->455
2.000020992 47 0->0 0->396
2.000020992 82 0->1 0->396
2.000021000 221 0->2 0->456
2.000021024 208 0->2 0->457
2.000021040 44 0->0 0->397
2.000021040 278 0->1 0->397
2.000021048 205 0->2 0->458
2.000021072 447 0->2 0->459
2.000021088 41 0->0 0->398
2.000021088 79 0->1 0->398
2.000021096 211 0->2 0->460
2.000021120 352 0->2 0->461
2.000021136 38 0->0 0->399
2.000021136 105 0->1 0->399
2.000021144 353 0->2 0->462
2.000021168 255 0->2 0->463
2.000021184 35 0->0 0->400
2.000021184 76 0->1 0->400
2.000021192 258 0->2 0->464
2.000021216 355 0->2 0->465
2.000021232 32 0->0 0->401
2.000021232 108 0->1 0->401
2.000021240 356 0->2 0->466
2.000021264 261 0->2 0->467
2.000021280 29 0->0 0->402
2.000021280 73 0->1 0->402
2.000021288 264 0->2 0->468
2.000021312 358 0->2 0->469
2.000021328 26 0->0 0->403
2.000021328 280 0->1 0->403
2.000021336 359 0->2 0->470
2.000021360 267 0->2 0->471
2.000021376 23 0->0 0->404
2.000021376 70 0->1 0->404
2.000021384 270 0->2 0->472
2.000021408 361 0->2 0->473
2.000021424 20 0->0 0->405
2.000021424 281 0->1 0->405
2.000021432 362 0->2 0->474
2.000021456 273 0->2 0->475
2.000021472 17 0->0 0->406
2.000021472 67 0->1 0->406
2.000021480 276 0->2 0->476
2.000021504 364 0->2 0->477
2.000021520 14 0->0 0->407
2.000021520 111 0->1 0->407
2.000021528 365 0->2 0->478
2.000021552 279 0->2 0->479
2.000021568 11 0->0 0->408
2.000021568 64 0->1 0->408
2.000021576 282 0->2 0->480
2.000021600 367 0->2 0->481
2.000021616 8 0->0 0->409
2.000021616 114 0->1 0->409
2.000021624 368 0->2 0->482
2.000021648 285 0->2 0->483
2.000021664 5 0->0 0->410
2.000021664 61 0->1 0->410
2.000021672 288 0->2 0->484
2.000021696 370 0->2 0->485
2.000021712 2 0->0 0->411
2.000021712 284 0->1 0->411
2.000021720 371 0->2 0->486
2.000021744 291 0->2 0->487
2.000021760 174 0->0 0->412
2.000021760 120 0->1 0->412
2.000021768 294 0->2 0->488
2.000021792 373 0->2 0->489
2.000021808 180 0->0 0->413
2.000021808 287 0->1 0->413
2.000021840 374 0->2 0->490
2.000021856 186 0->0 0->414
2.000021856 126 0->1 0->414
2.000021888 297 0->2 0->491
2.000021904 192 0->1 0->415
2.000021936 290 0->0 0->415
2.000021936 300 0->2 0->492
2.000021960 198 0->1 0->416
2.000021984 132 0->2 0->493
2.000022032 204 0->1 0->417
2.000022032 293 0->2 0->494
2.000022080 210 0->2 0->495
2.000022104 213 0->0 0->416
2.000022104 296 0->1 0->418
2.000022128 138 0->2 0->496
2.000022176 219 0->1 0->419
2.000022176 144 0->2 0->497
2.000022224 340 0->2 0->498
2.000022248 231 0->1 0->420
2.000022272 225 0->0 0->417
2.000022272 150 0->2 0->499
2.000022320 207 0->1 0->421
2.000022320 252 0->2 0->500
2.000022368 201 0->2 0->501
2.000022392 202 0->1 0->422
2.000022416 195 0->2 0->502
2.000022440 217 0->0 0->418
2.000022464 189 0->1 0->423
2.000022464 346 0->2 0->503
2.000022512 183 0->2 0->504
2.000022536 196 0->1 0->424
2.000022560 177 0->2 0->505
2.000022584 229 0->1 0->425
2.000022608 171 0->0 0->419
2.000022608 337 0->2 0->506
2.000022632 187 0->1 0->426
2.000022656 316 0->2 0->507
2.000022680 181 0->1 0->427
2.000022704 313 0->2 0->508
2.000022728 175 0->1 0->428
2.000022752 310 0->2 0->509
2.000022776 169 0->0 0->420
2.000022776 325 0->1 0->429
2.000022824 165 0->1 0->430
2.000022872 13 0->1 0->431
2.000022920 304 0->1 0->432
2.000022944 153 0->0 0->421
2.000022968 27 0->1 0->433
2.000023016 25 0->1 0->434
2.000023064 298 0->1 0->435
2.000023112 34 0->0 0->422
2.000023112 10 0->1 0->436
2.000023160 37 0->1 0->437
2.000023208 292 0->1 0->438
2.000023256 46 0->1 0->439
2.000023280 49 0->0 0->423
2.000023304 254 0->1 0->440
2.000023352 286 0->1 0->441
2.000023400 62 0->1 0->442
2.000023448 74 0->0 0->424
2.000023448 135 0->1 0->443
2.000023496 86 0->0 0->425
2.000023496 43 0->1 0->444
2.000023544 98 0->0 0->426
2.000023544 289 0->1 0->445
2.000023592 110 0->0 0->427
2.000023592 123 0->1 0->446
2.000023640 122 0->0 0->428
2.000023640 56 0->1 0->447
2.000023688 134 0->0 0->429
2.000023688 283 0->1 0->448
2.000023736 146 0->0 0->430
2.000023736 265 0->1 0->449
2.000023784 158 0->0 0->431
2.000023784 262 0->1 0->450
2.000023832 170 0->0 0->432
2.000023832 266 0->1 0->451
2.000023880 182 0->0 0->433
2.000023880 78 0->1 0->452
2.000023928 194 0->0 0->434
2.000023928 81 0->1 0->453
2.000023976 130 0->0 0->435
2.000023976 124 0->1 0->454
2.000024024 133 0->0 0->436
2.000024024 84 0->1 0->455
2.000024072 136 0->0 0->437
2.000024072 121 0->1 0->456
2.000024120 69 0->0 0->438
2.000024120 268 0->1 0->457
2.000024168 139 0->0 0->439
2.000024168 118 0->1 0->458
2.000024216 142 0->0 0->440
2.000024216 269 0->1 0->459
2.000024264 51 0->0 0->441
2.000024264 115 0->1 0->460
2.000024312 57 0->0 0->442
2.000024312 87 0->1 0->461
2.000024360 148 0->0 0->443
2.000024360 112 0->1 0->462
2.000024408 248 0->0 0->444
2.000024408 90 0->1 0->463
2.000024456 39 0->0 0->445
2.000024456 109 0->1 0->464
2.000024504 45 0->0 0->446
2.000024504 271 0->1 0->465
2.000024552 206 0->0 0->447
2.000024552 106 0->1 0->466
2.000024600 242 0->0 0->448
2.000024600 272 0->1 0->467
2.000024648 244 0->0 0->449
2.000024648 103 0->1 0->468
2.000024696 33 0->0 0->450
2.000024696 93 0->1 0->469
2.000024744 166 0->0 0->451
2.000024744 100 0->1 0->470
2.000024792 21 0->0 0->452
2.000024792 96 0->1 0->471
2.000024840 238 0->0 0->453
2.000024840 97 0->1 0->472
2.000024888 190 0->0 0->454
2.000024888 274 0->1 0->473
2.000024936 226 0->0 0->455
2.000024936 94 0->1 0->474
2.000024984 223 0->0 0->456
2.000024984 275 0->1 0->475
2.000025032 227 0->0 0->457
2.000025032 91 0->1 0->476
2.000025080 208 0->0 0->458
2.000025080 99 0->1 0->477
2.000025128 447 0->0 0->459
2.000025128 88 0->1 0->478
2.000025176 352 0->0 0->460
2.000025176 102 0->1 0->479
2.000025224 255 0->0 0->461
2.000025224 85 0->1 0->480
2.000025272 355 0->0 0->462
2.000025272 277 0->1 0->481
2.000025320 261 0->0 0->463
2.000025320 82 0->1 0->482
2.000025368 358 0->0 0->464
2.000025368 278 0->1 0->483
2.000025416 267 0->0 0->465
2.000025416 79 0->1 0->484
2.000025464 361 0->0 0->466
2.000025464 105 0->1 0->485
2.000025512 273 0->0 0->467
2.000025512 76 0->1 0->486
2.000025560 364 0->0 0->468
2.000025560 108 0->1 0->487
2.000025608 279 0->0 0->469
2.000025608 73 0->1 0->488
2.000025656 367 0->0 0->470
2.000025656 280 0->1 0->489
2.000025704 285 0->0 0->471
2.000025704 70 0->1 0->490
2.000025752 370 0->0 0->472
2.000025752 281 0->1 0->491
2.000025800 291 0->0 0->473
2.000025800 67 0->1 0->492
2.000025848 373 0->0 0->474
2.000025848 111 0->1 0->493
2.000025896 374 0->0 0->475
2.000025896 64 0->1 0->494
2.000025944 297 0->0 0->476
2.000025944 114 0->1 0->495
2.000025992 300 0->0 0->477
2.000025992 61 0->1 0->496
2.000026040 132 0->0 0->478
2.000026040 284 0->1 0->497
2.000026088 293 0->0 0->479
2.000026088 120 0->1 0->498
2.000026136 210 0->0 0->480
2.000026136 287 0->1 0->499
2.000026184 138 0->0 0->481
2.000026184 126 0->1 0->500
2.000026232 144 0->0 0->482
2.000026232 192 0->1 0->501
2.000026280 340 0->0 0->483
2.000026280 198 0->1 0->502
2.000026312 204 0->2 0->510
2.000026328 150 0->0 0->484
2.000026328 41 0->1 0->503
2.000026336 44 0->2 0->511
2.000026360 296 0->2 0->512
2.000026376 252 0->0 0->485
2.000026376 38 0->1 0->504
2.000026384 47 0->2 0->513
2.000026408 219 0->2 0->514
2.000026424 201 0->0 0->486
2.000026424 35 0->1 0->505
2.000026432 50 0->2 0->515
2.000026456 231 0->2 0->516
2.000026472 195 0->0 0->487
2.000026472 32 0->1 0->506
2.000026480 53 0->2 0->517
2.000026504 207 0->2 0->518
2.000026520 346 0->0 0->488
2.000026520 29 0->1 0->507
2.000026528 55 0->2 0->519
2.000026552 202 0->2 0->520
2.000026568 183 0->0 0->489
2.000026568 26 0->1 0->508
2.000026576 58 0->2 0->521
2.000026600 189 0->2 0->522
2.000026616 177 0->0 0->490
2.000026616 23 0->1 0->509
2.000026624 59 0->2 0->523
2.000026648 196 0->2 0->524
2.000026664 337 0->0 0->491
2.000026664 20 0->1 0->510
2.000026672 65 0->2 0->525
2.000026696 229 0->2 0->526
2.000026712 316 0->0 0->492
2.000026712 17 0->1 0->511
2.000026720 71 0->2 0->527
2.000026744 187 0->2 0->528
2.000026760 313 0->0 0->493
2.000026760 14 0->1 0->512
2.000026768 77 0->2 0->529
2.000026792 181 0->2 0->530
2.000026808 310 0->0 0->494
2.000026808 11 0->1 0->513
2.000026816 294 0->2 0->531
2.000026840 175 0->2 0->532
2.000026856 8 0->0 0->495
2.000026856 83 0->1 0->514
2.000026864 371 0->2 0->533
2.000026888 325 0->2 0->534
2.000026904 5 0->0 0->496
2.000026904 89 0->1 0->515
2.000026912 288 0->2 0->535
2.000026936 165 0->2 0->536
2.000026952 2 0->0 0->497
2.000026952 95 0->1 0->516
2.000026960 368 0->2 0->537
2.000026984 13 0->2 0->538
2.000027000 174 0->0 0->498
2.000027000 101 0->1 0->517
2.000027008 282 0->2 0->539
2.000027032 304 0->2 0->540
2.000027048 180 0->0 0->499
2.000027048 107 0->1 0->518
2.000027056 365 0->2 0->541
2.000027080 27 0->2 0->542
2.000027096 186 0->0 0->500
2.000027096 113 0->1 0->519
2.000027104 276 0->2 0->543
2.000027128 25 0->2 0->544
2.000027144 290 0->0 0->501
2.000027144 119 0->1 0->520
2.000027152 362 0->2 0->545
2.000027176 298 0->2 0->546
2.000027192 213 0->0 0->502
2.000027192 125 0->1 0->521
2.000027200 270 0->2 0->547
2.000027224 10 0->2 0->548
2.000027240 225 0->0 0->503
2.000027240 131 0->1 0->522
2.000027248 359 0->2 0->549
2.000027272 37 0->2 0->550
2.000027288 217 0->0 0->504
2.000027288 137 0->1 0->523
2.000027296 264 0->2 0->551
2.000027320 292 0->2 0->552
2.000027336 171 0->0 0->505
2.000027336 143 0->1 0->524
2.000027344 356 0->2 0->553
2.000027368 46 0->2 0->554
2.000027384 169 0->0 0->506
2.000027384 149 0->1 0->525
2.000027392 258 0->2 0->555
2.000027416 254 0->2 0->556
2.000027432 153 0->0 0->507
2.000027432 155 0->1 0->526
2.000027440 353 0->2 0->557
2.000027464 286 0->2 0->558
2.000027480 34 0->0 0->508
2.000027480 161 0->1 0->527
2.000027488 211 0->2 0->559
2.000027512 62 0->2 0->560
2.000027528 49 0->0 0->509
2.000027528 167 0->1 0->528
2.000027536 205 0->2 0->561
2.000027560 135 0->2 0->562
2.000027576 74 0->0 0->510
2.000027576 173 0->1 0->529
2.000027584 221 0->2 0->563
2.000027608 43 0->2 0->564
2.000027624 86 0->0 0->511
2.000027624 179 0->1 0->530
2.000027632 224 0->2 0->565
2.000027656 289 0->2 0->566
2.000027672 98 0->0 0->512
2.000027672 185 0->1 0->531
2.000027680 199 0->2 0->567
2.000027704 123 0->2 0->568
2.000027720 110 0->0 0->513
2.000027720 191 0->1 0->532
2.000027728 9 0->2 0->569
2.000027752 56 0->2 0->570
2.000027768 122 0->0 0->514
2.000027768 197 0->1 0->533
2.000027776 178 0->2 0->571
2.000027800 283 0->2 0->572
2.000027816 134 0->0 0->515
2.000027816 75 0->1 0->534
2.000027824 172 0->2 0->573
2.000027848 265 0->2 0->574
2.000027864 146 0->0 0->516
2.000027864 72 0->1 0->535
2.000027872 30 0->2 0->575
2.000027896 262 0->2 0->576
2.000027912 158 0->0 0->517
2.000027912 259 0->1 0->536
2.000027920 209 0->2 0->577
2.000027944 266 0->2 0->578
2.000027960 170 0->0 0->518
2.000027960 63 0->1 0->537
2.000027968 163 0->2 0->579
2.000027992 78 0->2 0->580
2.000028008 182 0->0 0->519
2.000028008 60 0->1 0->538
2.000028016 160 0->2 0->581
2.000028040 81 0->2 0->582
2.000028056 194 0->0 0->520
2.000028056 253 0->1 0->539
2.000028064 42 0->2 0->583
2.000028088 124 0->2 0->584
2.000028104 130 0->0 0->521
2.000028104 203 0->1 0->540
2.000028112 157 0->2 0->585
2.000028136 84 0->2 0->586
2.000028152 133 0->0 0->522
2.000028152 48 0->1 0->541
2.000028160 154 0->2 0->587
2.000028184 121 0->2 0->588
2.000028200 136 0->0 0->523
2.000028200 247 0->1 0->542
2.000028208 151 0->2 0->589
2.000028232 268 0->2 0->590
2.000028248 69 0->0 0->524
2.000028248 245 0->1 0->543
2.000028256 54 0->2 0->591
2.000028280 118 0->2 0->592
2.000028296 139 0->0 0->525
2.000028296 36 0->1 0->544
2.000028304 250 0->2 0->593
2.000028328 269 0->2 0->594
2.000028344 142 0->0 0->526
2.000028344 241 0->1 0->545
2.000028352 145 0->2 0->595
2.000028376 115 0->2 0->596
2.000028392 51 0->0 0->527
2.000028392 239 0->1 0->546
2.000028400 257 0->2 0->597
2.000028424 87 0->2 0->598
2.000028440 57 0->0 0->528
2.000028440 235 0->1 0->547
2.000028448 66 0->2 0->599
2.000028472 112 0->2 0->600
2.000028488 148 0->0 0->529
2.000028488 184 0->1 0->548
2.000028496 256 0->2 0->601
2.000028520 90 0->2 0->602
2.000028536 248 0->0 0->530
2.000028536 15 0->1 0->549
2.000028544 200 0->2 0->603
2.000028568 109 0->2 0->604
2.000028584 39 0->0 0->531
2.000028584 236 0->1 0->550
2.000028592 263 0->2 0->605
2.000028616 271 0->2 0->606
2.000028632 45 0->0 0->532
2.000028632 212 0->1 0->551
2.000028640 260 0->2 0->607
2.000028664 106 0->2 0->608
2.000028680 206 0->0 0->533
2.000028680 18 0->1 0->552
2.000028688 127 0->2 0->609
2.000028712 272 0->2 0->610
2.000028728 242 0->0 0->534
2.000028728 12 0->1 0->553
2.000028736 188 0->2 0->611
2.000028760 103 0->2 0->612
2.000028776 244 0->0 0->535
2.000028776 233 0->1 0->554
2.000028784 176 0->2 0->613
2.000028808 93 0->2 0->614
2.000028824 33 0->0 0->536
2.000028824 6 0->1 0->555
2.000028832 164 0->2 0->615
2.000028856 100 0->2 0->616
2.000028872 166 0->0 0->537
2.000028872 232 0->1 0->556
2.000028880 152 0->2 0->617
2.000028904 96 0->2 0->618
2.000028920 21 0->0 0->538
2.000028920 230 0->1 0->557
2.000028928 140 0->2 0->619
2.000028952 97 0->2 0->620
2.000028968 238 0->0 0->539
2.000028968 215 0->1 0->558
2.000028976 128 0->2 0->621
2.000029000 274 0->2 0->622
2.000029016 190 0->0 0->540
2.000029016 0 0->1 0->559
2.000029024 116 0->2 0->623
2.000029048 94 0->2 0->624
2.000029064 226 0->0 0->541
2.000029064 220 0->1 0->560
2.000029072 104 0->2 0->625
2.000029096 275 0->2 0->626
2.000029112 223 0->0 0->542
2.000029112 218 0->1 0->561
2.000029120 92 0->2 0->627
2.000029144 91 0->2 0->628
2.000029160 227 0->0 0->543
2.000029160 350 0->1 0->562
2.000029168 80 0->2 0->629
2.000029192 99 0->2 0->630
2.000029208 208 0->0 0->544
2.000029208 349 0->1 0->563
2.000029216 68 0->2 0->631
2.000029240 88 0->2 0->632
2.000029256 447 0->0 0->545
2.000029256 251 0->1 0->564
2.000029264 246 0->2 0->633
2.000029288 102 0->2 0->634
2.000029304 352 0->0 0->546
2.000029304 117 0->1 0->565
2.000029312 31 0->2 0->635
2.000029336 85 0->2 0->636
2.000029352 255 0->0 0->547
2.000029352 243 0->1 0->566
2.000029360 52 0->2 0->637
2.000029384 277 0->2 0->638
2.000029400 355 0->0 0->548
2.000029400 147 0->1 0->567
2.000029408 240 0->2 0->639
2.000029432 82 0->2 0->640
2.000029448 261 0->0 0->549
2.000029448 22 0->1 0->568
2.000029456 344 0->2 0->641
2.000029480 278 0->2 0->642
2.000029496 358 0->0 0->550
2.000029496 129 0->1 0->569
2.000029504 19 0->2 0->643
2.000029528 79 0->2 0->644
2.000029544 267 0->0 0->551
2.000029544 343 0->1 0->570
2.000029552 40 0->2 0->645
2.000029576 105 0->2 0->646
2.000029592 361 0->0 0->552
2.000029592 159 0->1 0->571
2.000029600 341 0->2 0->647
2.000029624 76 0->2 0->648
2.000029640 273 0->0 0->553
2.000029640 295 0->1 0->572
2.000029648 338 0->2 0->649
2.000029672 108 0->2 0->650
2.000029688 364 0->0 0->554
2.000029688 141 0->1 0->573
2.000029696 24 0->2 0->651
2.000029720 73 0->2 0->652
2.000029736 279 0->0 0->555
2.000029736 222 0->1 0->574
2.000029744 28 0->2 0->653
2.000029768 280 0->2 0->654
2.000029784 367 0->0 0->556
2.000029784 4 0->1 0->575
2.000029792 216 0->2 0->655
2.000029816 70 0->2 0->656
2.000029832 285 0->0 0->557
2.000029832 301 0->1 0->576
2.000029840 1 0->2 0->657
2.000029864 281 0->2 0->658
2.000029880 370 0->0 0->558
2.000029880 335 0->1 0->577
2.000029888 193 0->2 0->659
2.000029928 67 0->0 0->559
2.000029928 291 0->1 0->578
2.000029936 332 0->2 0->660
2.000029976 111 0->0 0->560
2.000029976 373 0->1 0->579
